,breadscrum,cod_item,cod_item_pai,nome,situacao,sigiloso,assunto_secundario,crime_antecedente,just_es_2grau,just_es_juizado_es,just_es_turmas,just_es_1grau_mil,just_es_2grau_mil,just_es_juizado_es_fp,just_tu_es_un,just_fed_1grau,just_fed_2grau,just_fed_juizado_es,just_fed_turmas,just_fed_nacional,just_fed_regional,just_trab_1grau,just_trab_2grau,just_trab_tst,just_trab_csjt,stf,stj,cjf,cnj,just_mil_uniao_1grau,just_mil_uniao_stm,just_mil_est_1grau,just_mil_est_tjm,just_elei_1grau,just_elei_2grau,just_elei_tse
3293,12480:12482:12486:12489,12489,12486,Tratamento médico-hospitalar,A,N,N,,S,S,S,S,S,S,S,S,S,S,S,S,S,N,N,N,N,S,S,S,N,N,N,N,N,N,N,N
3294,12480:12482:12486:12490,12490,12486,Fornecimento de insumos,A,N,N,,S,S,S,S,S,S,S,S,S,S,S,S,S,N,N,N,N,S,S,S,N,N,N,N,N,N,N,N
3295,12480:12481:12491,12491,12481,Tratamento médico-hospitalar,A,N,N,,S,S,S,S,S,S,S,S,S,S,S,S,S,N,N,N,N,S,S,S,N,N,N,N,N,N,N,N
3296,12480:12481:12484:12492,12492,12484,Registrado na ANVISA,A,N,N,,S,S,S,S,S,S,S,S,S,S,S,S,S,N,N,N,N,S,S,S,N,N,N,N,N,N,N,N
3297,12480:12481:12484:12493,12493,12484,Sem registro na ANVISA,A,N,N,,S,S,S,S,S,S,S,S,S,S,S,S,S,N,N,N,N,S,S,S,N,N,N,N,N,N,N,N
3298,12480:12481:12484:12492:12494,12494,12492,Padronizado,A,N,N,,S,S,S,S,S,S,S,S,S,S,S,S,S,N,N,N,N,S,S,S,N,N,N,N,N,N,N,N
3299,12480:12481:12484:12492:12495,12495,12492,Não padronizado,A,N,N,,S,S,S,S,S,S,S,S,S,S,S,S,S,N,N,N,N,S,S,S,N,N,N,N,N,N,N,N
3300,12480:12481:12484:12496,12496,12484,Oncológico,A,N,N,,S,S,S,S,S,S,S,S,S,S,S,S,S,N,N,N,N,S,S,S,N,N,N,N,N,N,N,N
3301,12480:12481:12485:12497,12497,12485,Curativos/Bandagem,A,N,N,,S,S,S,S,S,S,S,S,S,S,S,S,S,N,N,N,N,S,S,S,N,N,N,N,N,N,N,N
3302,12480:12481:12485:12498,12498,12485,Cadeira de rodas / cadeira de banho / cama hospitalar,A,N,N,,S,S,S,S,S,S,S,S,S,S,S,S,S,N,N,N,N,S,S,S,N,N,N,N,N,N,N,N
3303,12480:12481:12485:12499,12499,12485,Fraldas,A,N,N,,S,S,S,S,S,S,S,S,S,S,S,S,S,N,N,N,N,S,S,S,N,N,N,N,N,N,N,N
3304,12480:12481:12491:12500,12500,12491,Consulta,A,N,N,,S,S,S,S,S,S,S,S,S,S,S,S,S,N,N,N,N,S,S,S,N,N,N,N,N,N,N,N
3305,12480:12481:12491:12501,12501,12491,Cirurgia,A,N,N,,S,S,S,S,S,S,S,S,S,S,S,S,S,N,N,N,N,S,S,S,N,N,N,N,N,N,N,N
3306,12480:12481:12491:12501:12502,12502,12501,Eletiva,A,N,N,,S,S,S,N,N,S,N,S,S,S,S,S,S,N,N,N,N,S,S,N,N,N,N,N,N,N,N,N
3307,12480:12481:12491:12501:12503,12503,12501,Urgência,A,N,N,,S,S,S,N,N,S,S,S,S,S,S,S,S,N,N,N,N,S,S,N,N,N,N,N,N,N,N,N
3308,12480:12481:12491:12504,12504,12491,Diálise/Hemodiálise,A,N,N,,S,S,S,S,S,S,S,S,S,S,S,S,S,N,N,N,N,S,S,S,N,N,N,N,N,N,N,N
3309,12480:12481:12483:12505,12505,12483,Leito de enfermaria / leito oncológico,A,N,N,,S,S,S,S,S,S,S,S,S,S,S,S,S,N,N,N,N,S,S,S,N,N,N,N,N,N,N,N
3310,12480:12481:12483:12506,12506,12483,Unidade de terapia intensiva (UTI) / unidade de cuidados intensivos (UCI),A,N,N,,S,S,S,S,S,S,S,S,S,S,S,S,S,N,N,N,N,S,S,S,N,N,N,N,N,N,N,N
3311,12480:12507,12507,12480,Mental,A,N,N,,S,S,S,S,S,S,S,S,S,S,S,S,S,N,N,N,N,S,S,S,N,N,N,N,N,N,N,N
3312,12480:12507:12508,12508,12507,Internação compulsória,A,N,N,,S,S,S,S,S,S,S,S,S,S,S,S,S,N,N,N,N,S,S,S,N,N,N,N,N,N,N,N
3313,12480:12507:12509,12509,12507,Internação involuntária,A,N,N,,S,S,S,S,S,S,S,S,S,S,S,S,S,N,N,N,N,S,S,S,N,N,N,N,N,N,N,N
3314,12480:12507:12510,12510,12507,Internação voluntária,A,N,N,,S,S,S,S,S,S,S,S,S,S,S,S,S,N,N,N,N,S,S,S,N,N,N,N,N,N,N,N
3315,12480:12481:12511,12511,12481,Sistema Único de Saúde (SUS),A,N,N,,S,S,S,S,S,S,S,S,S,S,S,S,S,N,N,N,N,S,S,S,N,N,N,N,N,N,N,N
3316,12480:12481:12511:12512,12512,12511,Convênio médico com o SUS,A,N,N,,S,S,S,S,S,S,S,S,S,S,S,S,S,N,N,N,N,S,S,S,N,N,N,N,N,N,N,N
3317,12480:12481:12511:12513,12513,12511,Financiamento do SUS,A,N,N,,S,S,S,S,S,S,S,S,S,S,S,S,S,N,N,N,N,S,S,S,N,N,N,N,N,N,N,N
3318,12480:12481:12511:12514,12514,12511,Reajuste da tabela do SUS,A,N,N,,S,S,S,S,S,S,S,S,S,S,S,S,S,N,N,N,N,S,S,S,N,N,N,N,N,N,N,N
3319,12480:12481:12511:12515,12515,12511,Repasse de verbas do SUS,A,N,N,,S,S,S,S,S,S,S,S,S,S,S,S,S,N,N,N,N,S,S,S,N,N,N,N,N,N,N,N
3320,12480:12481:12511:12516,12516,12511,Ressarcimento do SUS,A,N,N,,S,S,S,S,S,S,S,S,S,S,S,S,S,N,N,N,N,S,S,S,N,N,N,N,N,N,N,N
3321,12480:12481:12511:12517,12517,12511,Terceirização do SUS,A,N,N,,S,S,S,S,S,S,S,S,S,S,S,S,S,N,N,N,N,S,S,S,N,N,N,N,N,N,N,N
3322,12480:12481:12511:12518,12518,12511,Controle Social e Conselhos de Saúde,A,N,N,,S,S,S,S,S,S,S,S,S,S,S,S,S,N,N,N,N,S,S,S,N,N,N,N,N,N,N,N
3323,12480:12481:12519,12519,12481,Vigilância Sanitária e Epidemológica,A,N,N,,S,S,S,S,S,S,S,S,S,S,S,S,S,N,N,N,N,S,S,S,N,N,N,N,N,N,N,N
3324,12480:12520,12520,12480,Genética / Células Tronco,A,N,N,,S,S,S,S,S,S,S,S,S,S,S,S,S,N,N,N,N,S,S,S,N,N,N,N,N,N,N,N
3325,12480:12521,12521,12480,"Doação e transplante de órgãos, tecidos ou partes",A,N,N,,S,S,S,S,S,S,S,S,S,S,S,S,S,N,N,N,N,S,S,S,N,N,N,N,N,N,N,N
3326,287:3394:3397:12542,12542,3397,Real,A,N,N,,S,S,S,S,S,N,N,S,S,S,N,N,N,N,N,N,N,S,S,N,N,S,S,S,S,S,S,S
3327,287:3394:3397:12543,12543,3397,Preconceituosa,A,N,N,,S,S,N,S,S,N,N,S,S,S,N,N,N,N,N,N,N,S,S,N,N,S,S,S,S,S,S,S
3328,287:3394:3397:12544,12544,3397,Simples,A,N,N,,S,S,S,S,S,N,N,S,S,S,N,N,N,N,N,N,N,S,S,N,N,S,S,S,S,S,S,S
3329,9633:9634:9655:9658:12545,12545,9658,Simples,A,N,N,,S,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
3330,9633:9634:9655:9658:12546,12546,9658,Real,A,N,N,,S,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
3331,9633:9634:9655:9658:12547,12547,9658,Preconceituosa,A,N,N,,S,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
3332,11428:11574:12563,12563,11574,Alistamento Eleitoral - Estrangeiro,A,N,N,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,S,S,S
3333,11428:11574:12564,12564,11574,Alistamento Eleitoral - Fraude,A,N,N,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,S,S,S
3334,11428:11574:12565,12565,11574,Coincidência Biométrica,A,N,N,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,S,S,S
3335,11428:11583:12566,12566,11583,Ausência ou Abandono aos Trabalhos Eleitorais,A,N,N,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,S,S,S
3336,11428:11583:12568,12568,11583,Pedido de Dispensa de Convocação para Trabalhos Eleitorais,A,N,N,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,S,S,S
3337,11428:12460:12569,12569,12460,Dados Pessoais,A,N,N,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,S,S,S
3338,11428:12460:12570,12570,12460,Perda,A,N,N,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,S,S,S
3339,11428:12460:12571,12571,12460,Pluralidade de Inscrições,A,N,N,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,S,S,S
3340,11428:12460:12571:12572,12572,12571,Regularização da Base de Perda e Suspensão (BPSDP),I,N,N,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,S,S,S
3341,11428:12460:12574,12574,12460,Regularização da Base de Perda e Suspensão (BPSDP),A,N,N,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,S,S,S
3342,11428:12460:12575,12575,12460,Regularização de Histórico,A,N,N,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,S,S,S
3343,11428:12460:12575:12576,12576,12575,Regularização de Histórico - Exclusão de Códigos de ASE,A,N,N,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,S,S,S
3344,11428:12460:12575:12577,12577,12575,"Regularização de Histórico - Retificação de Data de Ocorrência, Motivo/Forma, Complemento e Situação",A,N,N,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,S,S,S
3345,11428:12460:12575:12578,12578,12575,Regularização de Histórico - Lançamento de Códigos de ASE,A,N,N,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,S,S,S
3346,11428:12460:12575:12579,12579,12575,Regularização de Histórico - Retificação de Dados Pessoais,A,N,N,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,S,S,S
3347,11428:12460:12575:12580,12580,12575,Regularização de Histórico - Cancelamento por Equívoco,A,N,N,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,S,S,S
3348,11428:12460:12581,12581,12460,Reversão de Operação,A,N,N,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,S,S,S
3349,11428:12460:12581:12582,12582,12581,Reversão de Operação - Revisão Equivocada,A,N,N,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,S,S,S
3350,11428:12460:12581:12583,12583,12581,Reversão de Operação - Transferência Equivocada,A,N,N,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,S,S,S
3351,11428:12460:12584,12584,12460,Revogação,A,N,N,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,S,S,S
3352,11428:11747:11754:11759:12585,12585,11759,Reversão de Desfiliação,A,N,N,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,S,S,S
3353,11428:11747:11754:11755:12586,12586,11755,Filiação Partidária - Lista Especial,A,N,N,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,S,S,S
3354,9985:9997:10015:12587,12587,10015,Inspeção das Rotinas Administrativas,A,N,N,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,S,S,S
3355,11428:11429:12588,12588,11429,Crimes Conexos,A,N,N,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,S,S,S
3356,9985:10219:10279:12589,12589,10279,Apuração de Irregularidade no Serviço Público,A,N,N,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,S,S,S
3357,11428:11557:11562:12590,12590,11562,Apuração de Irregularidade na Conduta Funcional,A,N,N,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,S,S,S
3358,11428:11583:11702:12591,12591,11702,Assegurar Conhecimento de Informações Relativas à Pessoa do Impetrante,A,N,N,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,S,S,S
3359,11428:11583:11702:12592,12592,11702,Direito Líquido e Certo,A,N,N,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,S,S,S
3360,11428:11583:11702:12593,12593,11702,Impugnação de Ato Judicial,A,N,N,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,S,S,S
3361,11428:11583:11702:12594,12594,11702,Inviabilidade do Exercício dos Direitos e Liberdades Constitucionais,A,N,N,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,S,S,S
3362,11428:11583:11702:12595,12595,11702,"Inviabilidade do Exercício das Prerrogativas Inerentes à Nacionalidade, à Soberania e à Cidadania",A,N,N,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,S,S,S
3363,11428:11583:11702:12596,12596,11702,Retificação de Dados,A,N,N,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,S,S,S
3364,11428:11583:11716:12597,12597,11716,Percentual de Gênero - Candidatura Fictícia,A,N,N,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,S,S,S
3365,11428:12598,12598,11428,Requerimento de Regularização da Situação de Inadimplência de Prestação de Contas,A,N,N,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,S,S,S
3366,11428:12599,12599,11428,Requerimento de Acesso ao Sistema Interno de Controle e Dados de Pesquisas Eleitorais,A,N,N,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,S,S,S
3367,11428:11583:11584:12600,12600,11584,Candidato Eleito,A,N,N,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,S,S,S
3368,11428:11583:11584:12601,12601,11584,Candidato Não-Eleito,A,N,N,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,S,S,S
3369,11428:11583:12045:12602,12602,12045,Prestação de Contas - de Partido Político,A,N,N,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,S,S,S
3370,11428:12603,12603,11428,Revisão de Eleitorado,A,N,N,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,S,S,S
3371,11428:12603:12604,12604,12603,Revisão de Eleitorado - Cadastramento Biométrico,A,N,N,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,S,S,S
3372,11428:12603:12605,12605,12603,Revisão de Eleitorado - Depuração de Cadastro,A,N,N,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,S,S,S
3373,12467:12612,12612,12467,COVID-19,A,N,S,,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,N,S,S,S,S,S,S,S
3374,12467:12620,12620,12467,Migrantes e Refugiados,A,N,S,,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S
3375,11428:11429:11467:12634,12634,11467,Apropriação Indébita Eleitoral,A,N,N,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,S,S,S
3376,11428:11583:11652:12635,12635,11652,Propaganda Política - Propaganda Eleitoral - Divulgação de Notícia  Sabidamente Falsa,A,N,N,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,S,S,S
3377,11428:11583:11652:12636,12636,11652,Propaganda Política - Propaganda Eleitoral - Telemarketing,A,N,N,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,S,S,S
3378,11428:11583:11652:12637,12637,11652,Propaganda Política - Propaganda Eleitoral - Redes Sociais,A,N,N,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,S,S,S
3379,11428:11583:11652:12638,12638,11652,Propaganda Política - Propaganda Eleitoral - Impulsionamento,A,N,N,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,S,S,S
3380,11428:11583:11652:12639,12639,11652,Propaganda Política - Propaganda Eleitoral - Aplicativo de Mensagem Instantânea,A,N,N,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,S,S,S
3381,11428:12460:12581:12641,12641,12581,Reversão de Operação - Segunda Via,A,N,N,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,S,S,S
3382,11428:11557:12642,12642,11557,Processamento de Recurso Contra Expedição de Diploma,A,N,N,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,S,S,N
3383,11428:11557:11562:11565:12643,12643,11565,Processamento de Lista Tríplice,A,N,N,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,S,N
3384,11428:11583:11652:11669:12644,12644,11669,Requerimentos Relativos ao Horário Eleitoral Gratuito,A,N,N,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,S,S,S
3385,11428:12645,12645,11428,Autos Suplementares,A,N,N,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,S,S
3386,11428:11583:11684:11692:12725,12725,11692,Regularização de Contas Eleitorais,A,N,N,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,S,S,S
3387,11428:11747:12726,12726,11747,Regularização de Contas Anuais,A,N,N,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,S,S,S
3388,1209:7942:12730,12730,7942,Acordo de Não Persecução Penal,A,N,N,,S,S,S,S,S,N,N,S,S,S,S,N,N,N,N,N,N,S,S,N,N,S,S,S,S,S,S,S
3389,1209:7942:12731,12731,7942,Transação Penal,A,N,N,,S,S,S,S,S,N,N,S,S,S,S,N,N,N,N,N,N,S,S,N,N,S,S,S,S,S,S,S
3390,1209:7942:12732,12732,7942,Suspensão Condicional de Processo,A,N,N,,S,S,S,N,N,N,N,S,S,S,S,N,N,N,N,N,N,S,S,N,N,S,S,S,S,S,S,S
3391,12734:12754,12754,12734,Auxílio Emergencial (Lei 13.982/2020),A,N,N,,S,N,N,N,N,N,N,S,S,S,S,S,S,S,S,S,S,S,S,N,N,N,N,N,N,N,N,N
3392,1156:12755:12756,12756,12755,Interesses ou Direitos Difusos,A,N,S,,S,S,S,N,N,S,S,S,S,S,S,S,S,S,S,S,N,S,S,N,N,N,N,N,N,N,N,N
3393,1156:12755:12757,12757,12755,Interesses ou Direitos Coletivos em Sentido Estrito,A,N,S,,S,S,S,N,N,S,S,S,S,S,S,S,S,S,S,S,N,S,S,N,N,N,N,N,N,N,N,N
3394,1156:12755:12758,12758,12755,Interesses ou Direitos Individuais Homogêneos,A,N,S,,S,S,S,N,N,S,S,S,S,S,S,S,S,S,S,S,N,S,S,N,N,N,N,N,N,N,N,N
3395,9985:10421:12770,12770,10421,Obras Públicas,A,N,S,,S,N,N,N,N,N,N,S,S,N,N,N,N,N,N,N,N,S,S,N,N,N,N,N,N,N,N,N
3396,7724:7725:12771,12771,7725,Reconhecimento de Paternidade/Maternidade Socioafetiva,A,N,N,,S,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,S,S,N,N,N,N,N,N,N,N,N
3397,287:3692:12772,12772,3692,"Anúncio de Processo, Substância ou Objeto Destinado a Provocar Aborto ",A,N,N,,S,S,S,S,S,N,S,S,S,S,S,S,S,N,N,N,N,S,S,N,N,S,S,S,S,N,N,N
3398,287:3692:12773,12773,3692,Internação Não Autorizada em Estabelecimento Psiquiátrico,A,N,N,,S,S,S,S,S,N,S,S,S,S,S,S,S,N,N,N,N,S,S,N,N,S,S,S,S,N,N,N
3399,287:3692:12774,12774,3692,Custódia de Doente Mental Sem Autorização do Responsável,A,N,N,,S,S,S,S,S,N,S,S,S,S,S,S,S,N,N,N,N,S,S,N,N,S,S,S,S,N,N,N
3400,864:1654,1654,864,Contrato Individual de Trabalho,I,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3401,864:1658,1658,864,Duração do Trabalho,I,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3402,864:1658:1661,1661,1658,Horas In Itinere,I,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3403,864:1658:1663,1663,1658,Adicional Noturno,I,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3404,864:2581:2594:1666,1666,2594,Insalubridade,I,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3405,864:1654:1806,1806,1654,Alteração Contratual ou das Condições de Trabalho,I,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3406,864:1654:1816:1807,1807,1816,Contrato de Experiência - Nulidade,I,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3407,864:1654:5272:1814,1814,5272,Contrato Nulo,I,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3408,864:1654:1816,1816,1654,Contrato Por Prazo Determinado,I,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3409,864:1654:5272:1822,1822,5272,Contrato Temporário,I,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3410,864:1654:1844,1844,1654,CTPS,I,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3411,864:1654:1806:1932,1932,1806,Reversão / Retorno ao Cargo Efetivo,I,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3412,864:1654:1957,1957,1654,PIS / RAIS,I,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3413,864:1654:2029,2029,1654,FGTS mas em outro ramo na árvore da justiça do trabalho,I,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3414,864:1654:2029:2031,2031,2029,Correção Monetária,I,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3415,864:1654:2029:2033,2033,2029,Depósito / Diferença de Recolhimento,I,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3416,864:1654:2029:2037,2037,2029,Levantamento / Liberação,I,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3417,864:1658:2086,2086,1658,Horas Extras,I,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3418,864:1658:2116,2116,1658,Sobreaviso,I,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3419,864:1654:2133,2133,1654,Inquérito Administrativo,I,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3420,864:1658:2139,2139,1658,Intervalo Interjornada,I,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3421,864:1658:2140,2140,1658,Intervalo Intrajornada,I,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3422,864:1658:2141,2141,1658,Adicional de Hora Extra,I,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3423,864:1654:2233,2233,1654,Contratação de Reabilitados e Deficientes Habilitados,I,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3424,864:1654:5272:2266,2266,5272,Contratação em Período Eleitoral,I,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3425,864:1654:2409,2409,1654,Enquadramento / Classificação,I,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3426,864:1654:2421,2421,1654,Reintegração de Posse - Despejo,I,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3427,864:1658:2426,2426,1658,Repouso Semanal Remunerado e Feriado,I,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3428,864:1654:1806:2445,2445,1806,Alteração / Revogação de Regulamento da Empresa,I,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3429,864:1654:1806:2523,2523,1806,Transferência,I,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3430,864:1654:2537,2537,1654,Unicidade Contratual,I,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3431,864:1654:2554,2554,1654,Reconhecimento de Relação de Emprego,I,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3432,864:1654:2670,2670,1654,Advertência / Suspensão,I,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3433,864:1654:5272,5272,1654,Administração Pública,I,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3434,864:1654:5273,5273,1654,Suspensão / Interrupção do Contrato de Trabalho ,I,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3435,864:1654:5274,5274,1654,Contrato de Trabalho Temporário,I,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3436,864:1654:1844:5352,5352,1844,Anotação / Baixa / Retificação,I,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3437,864:1654:1844:5354,5354,1844,Devolução,I,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3438,864:1654:7641,7641,1654,Contrato Provisório de Emprego,I,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3439,864:1654:7647,7647,1654,Contrato em Regime de Tempo Parcial,I,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3440,864:1654:5273:9487,9487,5273,Licenças / Afastamentos,I,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3441,864:1658:10581,10581,1658,Turno Ininterrupto de Revezamento,I,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3442,11049,11049,0,DIREITO PROCESSUAL PENAL MILITAR,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3443,11049:11050,11050,11049,Ação Penal Militar,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3444,11049:11051,11051,11049,Correição Parcial,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3445,11049:11052,11052,11049,Execução Penal,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3446,11049:11053,11053,11049,Jurisdição e Competência,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3447,11049:11052:11057,11057,11052,Penas restritivas de direitos,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
