Orgao;2;268;268:269;268:277;268:281;268:284;268:303;268:308;268:316;268:334;268:412;2:1106;2:12133;2:158;2:175;2:197;2:214;385;385:406
vara única de dom pedro - tjma (g1);0;0;0;71;125;1;0;1;3;25;0;81;0;97;4;0;0;0;0
vara única de eldorado dos carajás - tjpa (g1);1;0;0;57;14;0;0;0;0;4;0;66;0;11;5;0;18;0;0
vara única de elesbão veloso - tjpi (g1);0;2;0;24;69;0;0;6;24;4;0;514;0;76;12;0;24;1;0
vara única de eliseu martins - tjpi (g1);0;0;0;2;0;0;0;0;0;2;0;2;0;2;0;0;0;0;0
vara única de esperantina - tjpi (g1);0;14;0;104;70;0;0;6;4;56;0;491;0;215;7;0;15;44;0
vara única de esperantinopolis - tjma (g1);0;0;0;2;18;1;0;0;1;0;0;41;0;30;0;0;1;1;0
vara única de esperantinópolis - tjma (g1);0;0;0;0;0;0;0;0;0;0;0;3;0;0;0;0;0;2;0
vara única de faro - tjpa (g1);0;0;0;4;3;0;0;0;0;2;0;17;0;0;0;0;4;0;0
vara única de ferreira gomes - tjap (g1);0;14;0;52;188;17;4;9;1;24;4;206;0;43;5;1;26;6;0
vara única de francinópolis - tjpi (g1);0;0;0;4;4;0;0;2;0;0;0;20;0;0;0;0;2;0;0
vara única de francisco santos - tjpi (g1);0;0;0;2;8;0;0;2;0;8;0;12;0;2;0;0;8;0;0
vara única de fronteiras - tjpi (g1);0;0;0;50;100;11;6;14;4;24;0;84;0;163;0;0;0;0;0
vara única de garrafão do norte - tjpa (g1);0;0;0;12;19;1;0;0;0;0;0;37;0;34;1;0;0;0;0
vara única de gilbués - tjpi (g1);0;0;0;33;96;0;2;6;0;10;0;649;0;277;23;0;29;0;0
vara única de goianésia - tjpa (g1);2;0;0;24;7;0;0;2;0;3;0;60;0;17;4;0;0;3;0
vara única de governador eugênio barros - tjma (g1);0;0;0;0;4;0;0;0;0;0;0;2;0;2;0;0;0;0;0
vara única de governador nunes freire - tjma (g1);0;2;0;11;30;0;0;2;1;0;0;93;0;111;1;0;0;2;1
vara única de guadalupe - tjpi (g1);0;0;0;28;45;11;10;2;0;16;0;144;0;56;5;0;20;1;0
vara única de guimarães - tjma (g1);0;0;0;0;1;0;0;0;0;0;0;6;0;31;0;0;0;3;0
vara única de gurinhém - tjpb (g1);0;0;0;0;0;0;0;0;0;0;0;7;0;0;0;0;1;0;0
vara única de gurupá - tjpa (g1);0;3;0;0;4;0;0;0;0;0;0;0;0;2;0;0;2;0;0
vara única de humberto de campos - tjma (g1);0;0;0;0;16;0;0;0;0;0;0;12;0;3;2;0;0;0;0
vara única de icatu - tjma (g1);0;0;0;8;35;2;0;0;0;3;0;87;0;55;0;0;1;0;0
vara única de igarapé miri - tjpa (g1);0;7;0;10;35;0;5;2;1;2;0;26;0;11;3;0;0;0;0
vara única de igarapé-açu - tjpa (g1);0;0;0;15;3;1;3;0;0;0;0;50;0;39;10;0;5;0;0
vara única de inhangapi - tjpa (g1);0;0;0;7;0;0;0;0;0;0;0;16;0;6;0;0;0;0;0
vara única de inhuma - tjpi (g1);0;0;0;86;40;0;2;10;0;12;0;511;0;47;0;0;8;2;0
vara única de ipiranga do piauí - tjpi (g1);0;0;0;0;0;0;2;2;0;0;0;0;0;0;0;0;2;0;0
vara única de ipixuna do pará - tjpa (g1);4;9;0;1;40;0;0;0;0;0;0;36;0;12;0;0;7;0;0
vara única de irituia - tjpa (g1);3;1;0;25;12;0;0;0;0;1;0;14;0;10;2;0;9;1;0
vara única de isaías coelho - tjpi (g1);0;0;0;4;4;0;0;0;0;6;0;12;0;0;0;0;2;0;0
vara única de itainópolis - tjpi (g1);0;0;0;46;34;0;0;0;0;2;0;55;0;22;0;0;8;6;0
vara única de itaueira - tjpi (g1);0;0;0;10;49;0;0;0;0;26;0;94;0;136;0;0;18;18;0
vara única de itinga do maranhão - tjma (g1);0;1;0;0;4;0;0;0;0;0;0;11;0;32;0;0;0;0;0
vara única de itupiranga - tjpa (g1);0;10;0;11;14;0;0;0;0;0;0;393;0;13;5;0;1;5;0
vara única de jacaraú - tjpb (g1);0;0;0;0;0;0;0;0;0;0;0;47;0;42;0;0;1;0;0
vara única de jacareacanga - tjpa (g1);1;0;0;1;5;0;0;1;0;0;0;13;0;3;1;0;2;0;0
vara única de jacundá - tjpa (g1);0;0;0;6;10;2;0;3;0;1;0;53;0;103;0;0;2;1;0
vara única de jaicós - tjpi (g1);0;0;0;68;128;4;0;8;0;6;0;190;0;114;12;0;24;0;0
vara única de jerumenha - tjpi (g1);0;0;0;30;19;0;0;4;2;6;0;156;0;27;0;0;8;0;0
vara única de joaquim pires - tjpi (g1);0;0;0;24;1;0;0;0;0;4;0;36;0;0;4;0;12;0;0
vara única de joselândia - tjma (g1);1;0;0;0;17;0;0;0;0;0;0;31;0;18;1;0;0;0;0
vara única de josé de freitas - tjpi (g1);0;0;0;24;144;18;0;18;0;4;0;106;0;49;2;1;10;0;0
vara única de juazeirinho - tjpb (g1);0;0;0;0;0;0;0;0;0;0;0;25;0;28;0;0;3;0;0
vara única de juruti - tjpa (g1);10;1;0;19;14;0;0;2;0;7;0;60;0;19;11;0;4;0;0
vara única de landri sales - tjpi (g1);0;0;0;0;2;0;0;0;0;8;0;12;0;22;2;0;4;0;0
vara única de limoeiro do ajuru - tjpa (g1);0;0;0;2;4;0;0;0;0;0;0;2;0;4;0;0;0;2;0
vara única de loreto - tjma (g1);0;0;0;0;0;0;0;0;0;0;0;5;0;1;0;0;0;0;0
vara única de luis correia - tjpi (g1);0;0;0;70;58;2;2;18;1;16;0;320;0;51;0;0;36;0;0
vara única de luzilândia - tjpi (g1);0;0;0;84;58;0;0;2;0;44;0;356;0;29;2;0;16;3;0
vara única de magalhães de almeida - tjma (g1);0;0;0;0;1;0;0;0;0;0;0;4;0;3;0;0;0;0;0
vara única de manoel emídio - tjpi (g1);0;0;0;68;47;0;0;6;0;2;0;493;0;100;0;0;11;1;0
vara única de maracanã - tjpa (g1);0;0;0;5;4;1;0;2;0;0;0;27;0;9;2;0;2;0;0
vara única de marapanim - tjpa (g1);0;0;0;3;9;0;0;0;0;0;0;26;0;14;0;0;0;0;0
vara única de marcolândia - tjpi (g1);0;0;0;6;0;0;4;0;0;4;0;4;0;2;0;0;12;2;0
vara única de marcos parente - tjpi (g1);0;0;0;0;16;0;0;2;0;2;0;66;0;68;0;0;2;0;0
vara única de mari - tjpb (g1);0;0;0;0;0;0;0;0;0;0;0;5;0;0;0;0;0;0;0
vara única de matias olímpio - tjpi (g1);0;4;0;38;45;0;6;1;0;0;0;28;0;10;0;0;16;25;0
vara única de matinha - tjma (g1);0;0;0;12;57;1;0;0;0;1;0;39;0;93;3;0;0;0;0
vara única de matões - tjma (g1);0;0;0;3;5;0;0;0;0;0;0;39;0;10;1;0;2;0;0
vara única de medicilândia - tjpa (g1);0;0;0;7;4;0;0;1;0;2;0;18;0;7;0;0;1;0;0
vara única de melgaço - tjpa (g1);0;0;0;3;2;0;0;0;0;1;0;77;0;7;0;0;2;0;0
vara única de miguel alves - tjpi (g1);0;0;0;29;26;0;0;2;2;18;0;421;0;12;7;0;2;2;0
vara única de mirador - tjma (g1);0;0;0;0;5;0;0;0;0;0;0;34;0;8;0;0;1;1;0
vara única de mirinzal  - tjma (g1);0;0;0;0;8;0;0;0;0;0;0;18;0;8;1;0;0;0;0
vara única de mocajuba - tjpa (g1);0;1;0;10;9;1;0;0;0;0;0;46;0;8;2;0;1;4;0
vara única de mojú - tjpa (g1);1;5;0;15;13;0;1;0;0;0;0;34;0;22;2;0;0;0;0
vara única de monsenhor gil - tjpi (g1);0;0;0;14;24;0;0;6;0;18;0;60;0;85;0;0;10;0;0
vara única de monte alegre - tjpa (g1);0;0;0;24;19;5;11;1;0;2;0;57;0;48;2;0;4;0;0
vara única de monte alegre do piauí - tjpi (g1);0;0;0;0;2;0;0;0;0;0;0;2;0;0;0;0;24;0;0
vara única de montes altos - tjma (g1);0;0;0;5;47;1;0;2;0;0;0;41;0;48;1;0;1;1;0
vara única de monção - tjma (g1);0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;7;0
vara única de morros - tjma (g1);0;0;0;15;26;0;0;0;0;0;0;146;0;21;2;0;4;0;0
vara única de muaná - tjpa (g1);1;0;0;8;14;0;0;0;0;0;0;15;1;1;1;0;0;2;0
vara única de mãe do rio - tjpa (g1);1;4;0;11;9;0;1;4;0;6;0;16;0;28;4;0;16;0;0
vara única de nazaré do piauí - tjpi (g1);0;0;0;10;6;0;0;0;0;6;0;214;0;0;0;0;4;0;0
vara única de nossa senhora dos remedios - tjpi (g1);0;0;0;0;0;0;0;0;0;4;0;4;0;0;0;0;2;0;0
vara única de nova timboteua - tjpa (g1);0;0;0;6;1;0;0;0;0;0;0;7;0;4;1;0;0;0;0
vara única de novo repartimento - tjpa (g1);5;1;0;7;9;0;0;0;0;1;0;94;0;9;2;0;1;0;0
vara única de oeiras do pará - tjpa (g1);0;0;0;2;1;0;0;0;0;1;0;7;0;6;1;0;0;0;0
vara única de olho dágua das cunhãs - tjma (g1);0;0;0;2;60;1;0;0;0;0;0;235;0;154;1;0;3;13;0
vara única de olinda nova do maranhão - tjma (g1);0;0;0;5;4;0;0;0;0;0;0;13;0;7;0;0;0;0;0
vara única de oriximiná - tjpa (g1);0;3;0;73;35;0;4;3;0;0;0;86;0;37;5;0;4;0;0
vara única de ourilândia do norte - tjpa (g1);2;1;0;14;9;1;0;2;0;3;0;20;0;12;7;0;1;1;0
vara única de ourém - tjpa (g1);0;0;0;26;10;0;0;0;0;0;0;42;0;10;0;0;2;0;0
vara única de pacajá - tjpa (g1);1;0;0;2;6;0;0;0;0;0;0;9;0;12;2;0;9;0;0
vara única de padre marcos - tjpi (g1);0;0;0;53;39;0;0;0;2;8;0;557;0;189;0;0;12;5;0
vara única de paes landim - tjpi (g1);0;0;0;8;18;0;0;0;0;0;0;39;0;20;0;0;6;6;0
vara única de palmeirais - tjpi (g1);0;0;0;10;9;0;0;0;0;10;0;49;0;7;2;0;6;0;0
vara única de paraibano - tjma (g1);0;0;0;13;18;1;0;0;0;8;0;63;0;50;0;0;3;6;0
vara única de parnaguá - tjpi (g1);0;0;0;33;65;0;0;2;0;6;0;75;0;26;4;0;9;4;0
vara única de parnarama - tjma (g1);0;0;0;22;84;2;4;1;1;4;0;78;0;18;1;0;3;0;0
vara única de passagem franca - tjma (g1);0;0;0;2;31;0;0;1;0;0;0;36;0;25;0;0;2;3;0
vara única de pastos bons - tjma (g1);0;0;0;0;16;0;0;0;0;0;0;73;0;30;0;0;6;0;0
vara única de paulista - tjpb (g1);0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0
vara única de paulistana - tjpi (g1);0;0;0;12;105;2;0;8;0;22;0;129;0;114;2;0;12;7;0
vara única de paulo ramos - tjma (g1);0;0;0;5;43;3;1;1;1;0;0;104;0;88;1;0;0;8;0
vara única de pedra branca do amapari - tjap (g1);0;5;0;64;250;33;5;8;0;17;4;101;0;204;3;0;25;0;0
vara única de pedras de fogo - tjpb (g1);0;0;0;0;0;0;0;1;0;0;0;31;0;22;0;0;0;0;0
vara única de pedro ii - tjpi (g1);0;2;0;65;71;0;0;4;1;12;0;961;0;62;4;0;28;2;0
vara única de peixe-boi - tjpa (g1);0;0;0;5;0;0;0;0;0;0;0;41;0;1;0;0;1;0;0
vara única de penalva - tjma (g1);0;1;0;0;25;0;0;1;0;2;0;359;0;48;0;0;0;1;0
vara única de picuí - tjpb (g1);0;0;0;0;0;0;0;0;0;0;0;110;0;52;0;0;11;0;0
vara única de pimenteiras - tjpi (g1);0;0;0;0;6;0;0;0;0;4;0;6;0;2;0;0;0;0;0
vara única de pindaré mirim - tjma (g1);0;0;0;85;76;8;0;3;0;37;0;190;0;104;1;0;3;7;0
vara única de pindaré-mirim - tjma (g1);0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0
vara única de pio ix - tjpi (g1);0;0;0;50;26;0;0;4;0;20;0;318;0;39;0;0;12;6;0
vara única de pio xii - tjma (g1);0;0;0;0;3;0;0;0;0;0;0;5;0;3;0;0;0;0;0
vara única de piracuruca - tjpi (g1);0;5;0;78;169;12;0;56;0;12;0;181;0;61;6;0;36;0;0
vara única de pirpirituba - tjpb (g1);0;0;0;0;0;0;0;0;0;0;0;8;0;17;0;0;0;0;0
vara única de pocinhos - tjpb (g1);0;0;0;0;0;0;0;0;0;0;0;26;0;28;0;0;0;0;0
vara única de ponta de pedras - tjpa (g1);0;0;1;6;8;0;0;1;0;1;0;34;0;17;4;0;1;1;0
vara única de portel - tjpa (g1);0;3;0;12;14;3;0;4;0;3;0;13;0;16;3;0;15;0;0
vara única de porto - tjpi (g1);0;0;0;54;20;0;0;0;0;14;0;116;0;22;0;0;6;20;0
vara única de porto de moz - tjpa (g1);37;1;0;18;10;0;0;1;0;0;0;34;0;15;1;0;2;0;0
vara única de porto grande - tjap (g1);0;1;0;46;450;38;0;21;1;28;3;232;0;132;4;2;65;5;0
vara única de poção de pedras - tjma (g1);0;0;0;0;20;0;0;0;0;0;0;44;0;21;1;0;0;13;0
vara única de prainha - tjpa (g1);1;0;0;1;0;0;0;1;0;0;0;72;0;8;0;0;1;1;0
vara única de prata - tjpb (g1);0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0
vara única de primavera - tjpa (g1);0;0;0;13;1;0;0;0;0;0;0;6;0;10;0;0;5;0;0
vara única de redenção do gurguéia - tjpi (g1);0;0;0;0;6;0;0;0;0;0;0;2;0;0;0;0;0;0;0
vara única de regeneração - tjpi (g1);0;0;0;11;46;0;2;2;8;10;0;202;2;44;14;0;36;3;0
vara única de remígio - tjpb (g1);0;0;0;0;0;0;0;0;0;0;0;45;0;46;0;0;2;0;0
vara única de riachão - tjma (g1);0;3;0;8;63;0;0;0;0;0;0;122;0;84;2;0;1;0;0
vara única de ribeiro gonçalves - tjpi (g1);0;0;0;80;47;6;0;4;0;10;0;154;0;62;4;0;28;0;0
vara única de rio maria - tjpa (g1);1;0;0;10;5;0;5;0;0;0;0;36;0;17;3;0;1;0;0
vara única de rio tinto - tjpb (g1);0;0;0;0;0;0;0;1;0;0;0;54;0;55;0;0;4;0;0
vara única de rurópolis - tjpa (g1);0;8;0;6;7;0;0;1;0;5;0;15;0;64;2;0;7;0;0
vara única de salinópolis - tjpa (g1);0;0;0;15;30;1;3;2;0;5;0;57;0;26;3;0;15;15;0
vara única de salvaterra - tjpa (g1);0;1;0;8;7;0;1;3;0;5;0;16;0;4;4;0;18;0;0
vara única de santa cruz do piauí - tjpi (g1);0;0;0;6;0;0;0;0;0;0;0;20;0;6;0;0;0;22;0
vara única de santa filomena - tjpi (g1);0;0;0;12;0;0;0;0;0;0;0;10;0;0;0;0;4;0;0
vara única de santa luzia - tjpb (g1);0;0;0;0;0;0;0;0;0;0;0;25;0;39;0;0;0;0;0
vara única de santa luzia do paruá - tjma (g1);0;0;0;0;11;0;0;0;0;0;0;75;0;25;0;0;1;0;0
vara única de santa luzia do pará - tjpa (g1);0;0;0;16;5;0;0;0;0;4;0;13;0;7;2;0;9;0;0
vara única de santa maria do pará - tjpa (g1);1;8;0;9;3;0;3;4;0;0;0;11;0;13;2;0;0;0;0
vara única de santa quitéria - tjma (g1);0;0;0;0;16;0;0;0;0;0;0;16;0;12;0;0;0;1;0
vara única de santa rita - tjma (g1);0;0;0;0;13;0;0;0;0;0;0;6;0;5;0;0;0;0;0
vara única de santana do araguaia - tjpa (g1);16;25;0;21;20;1;1;0;0;0;0;49;0;34;7;0;0;1;0
vara única de santarém novo - tjpa (g1);0;1;0;5;4;0;0;3;0;0;0;12;0;3;0;0;4;0;0
vara única de santo antônio do tauá - tjpa (g1);0;0;0;21;9;0;3;1;0;0;0;10;0;3;0;0;0;0;0
vara única de santo antônio dos lopes - tjma (g1);0;0;0;2;42;0;0;0;0;0;0;25;0;31;1;0;1;0;0
vara única de senador josé porfírio - tjpa (g1);0;0;0;4;3;0;0;0;0;0;0;7;0;8;0;0;1;0;0
vara única de senador la roque - tjma (g1);0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0
vara única de serra branca - tjpb (g1);0;0;0;0;0;0;0;0;0;0;0;26;0;24;0;0;0;0;0
vara única de serra do navio - tjap (g1);0;1;0;19;71;0;0;0;0;3;0;23;0;92;3;0;0;5;0
vara única de simplício mendes - tjpi (g1);0;2;0;124;136;0;0;18;0;32;0;370;0;117;4;0;6;4;0
vara única de simões - tjpi (g1);0;0;0;82;72;0;2;0;0;30;0;212;0;129;6;0;18;0;0
vara única de socorro do piauí - tjpi (g1);0;0;0;0;0;0;0;0;0;4;0;6;0;4;0;0;0;0;0
vara única de soledade - tjpb (g1);0;0;0;0;0;0;0;0;0;0;0;29;0;34;0;0;0;0;0
vara única de solânea - tjpb (g1);0;0;0;0;0;0;0;0;0;0;0;80;0;83;0;0;1;0;0
vara única de soure - tjpa (g1);0;1;0;21;11;0;0;4;2;16;0;19;0;13;0;0;0;1;0
vara única de sumé - tjpb (g1);0;0;0;0;0;0;0;0;0;0;0;27;0;33;0;0;1;0;0
vara única de são bento - tjma (g1);0;3;0;100;274;2;5;1;2;16;1;790;0;103;30;0;3;15;2
vara única de são bento - tjpb (g1);0;0;0;0;0;0;0;0;0;0;0;54;0;120;0;0;5;0;0
vara única de são bernardo - tjma (g1);0;0;0;0;10;0;0;0;2;0;0;12;0;8;0;0;0;0;0
vara única de são caetano de odivelas - tjpa (g1);0;0;0;3;3;0;0;0;0;0;0;14;0;8;0;0;0;0;0
vara única de são domingos do araguaia - tjpa (g1);1;1;0;2;6;1;0;1;0;2;0;126;0;21;2;0;0;0;0
vara única de são domingos do azeitão - tjma (g1);0;1;0;0;0;0;0;0;0;0;0;3;0;0;0;0;0;0;0
vara única de são domingos do capim - tjpa (g1);0;0;0;3;7;0;0;0;0;0;0;34;0;2;1;0;0;0;0
vara única de são felix do xingú - tjpa (g1);27;1;0;51;12;0;0;1;0;4;0;41;0;42;60;0;12;0;0
vara única de são francisco do maranhão - tjma (g1);0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0
vara única de são francisco do pará - tjpa (g1);0;0;0;0;1;0;0;0;0;0;0;65;0;6;0;0;1;0;0
vara única de são félix do piauí - tjpi (g1);0;0;0;14;0;0;2;0;0;12;0;2;0;0;0;0;8;0;0
vara única de são geraldo do araguaia - tjpa (g1);4;0;0;6;6;1;1;1;1;2;0;77;0;29;3;0;9;0;0
vara única de são gonçalo do piauí - tjpi (g1);0;0;0;18;0;0;0;0;0;4;0;440;0;2;0;0;0;0;0
vara única de são josé de piranhas - tjpb (g1);0;0;0;0;0;0;0;0;0;0;0;68;0;38;0;0;1;0;0
vara única de são joão batista - tjma (g1);0;0;0;4;50;0;0;0;0;0;0;34;0;27;0;0;16;9;0
vara única de são joão do araguaia - tjpa (g1);8;0;0;3;2;0;3;1;0;0;0;154;0;15;7;0;1;0;0
vara única de são joão do piauí - tjpi (g1);0;0;0;109;57;2;2;24;0;32;0;166;0;90;0;0;10;0;0
vara única de são joão dos patos - tjma (g1);0;0;0;22;87;1;0;2;0;1;0;85;0;58;2;0;5;1;0
vara única de são luis gonzaga do maranhão - tjma (g1);0;0;0;0;0;0;0;0;0;0;0;460;0;55;0;0;1;0;0
vara única de são luís gonzaga do maranhão - tjma (g1);0;0;0;0;8;0;0;0;0;0;0;9;0;6;1;0;1;1;0
vara única de são mamede - tjpb (g1);0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0
vara única de são mateus - tjma (g1);0;9;0;43;23;0;1;0;0;1;0;239;0;49;6;0;0;0;0
vara única de são miguel do guamá - tjpa (g1);1;0;0;7;12;0;2;0;0;3;0;42;0;24;2;0;1;0;0
vara única de são miguel do tapuio - tjpi (g1);0;0;0;64;135;0;4;0;0;4;0;478;0;27;0;0;12;0;0
vara única de são pedro da água branca - tjma (g1);0;0;0;18;42;1;7;0;0;6;0;61;0;43;7;0;1;1;0
vara única de são pedro do piauí - tjpi (g1);0;0;0;26;21;2;0;14;2;24;0;211;0;29;0;0;22;0;0
vara única de são raimundo das mangabeiras - tjma (g1);0;0;0;16;23;2;2;0;1;2;0;101;0;23;0;0;0;0;0
vara única de são sebastião da boa vista - tjpa (g1);0;0;0;5;9;0;0;0;0;0;0;15;0;6;0;0;0;2;0
vara única de são vicente ferrer - tjma (g1);0;0;0;1;9;0;0;0;0;0;0;4;0;30;0;0;0;0;0
vara única de são vicente férrer - tjma (g1);0;0;0;0;0;0;0;0;0;0;0;6;0;2;0;0;0;0;0
vara única de taperoá - tjpb (g1);0;0;0;0;0;0;0;0;0;0;0;44;0;36;0;0;0;0;0
vara única de tartarugalzinho - tjap (g1);0;2;0;42;90;3;4;19;0;22;0;131;0;49;2;0;11;13;0
vara única de tasso fragoso - tjma (g1);0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0
vara única de teixeira - tjpb (g1);0;0;0;0;0;0;0;0;0;0;0;37;0;31;0;0;0;0;0
vara única de terra santa - tjpa (g1);0;0;0;9;25;0;0;2;0;1;0;29;0;6;0;0;0;15;0
vara única de timbiras - tjma (g1);0;0;0;0;18;0;0;0;0;0;0;111;0;14;0;0;4;2;0
vara única de tomé-açu - tjpa (g1);1;0;0;30;7;0;0;6;0;0;0;21;0;35;3;0;2;4;0
vara única de tucumã - tjpa (g1);3;1;0;14;17;0;0;1;0;3;0;61;0;31;15;0;3;2;0
vara única de turiaçu - tjma (g1);0;0;0;2;2;0;0;0;0;0;0;55;0;9;2;0;0;8;0
vara única de tutoia - tjma (g1);0;0;0;85;92;9;3;0;2;33;0;238;0;97;7;0;8;3;0
vara única de tutóia - tjma (g1);0;1;0;0;14;0;0;0;0;0;0;12;0;1;1;0;0;0;0
vara única de uiraúna - tjpb (g1);0;0;0;0;0;0;0;0;0;0;0;7;0;6;0;0;0;0;0
vara única de ulianópolis - tjpa (g1);1;0;0;8;6;0;0;1;0;0;0;69;0;31;12;0;5;0;0
vara única de umbuzeiro - tjpb (g1);0;0;0;0;0;0;0;0;0;0;0;70;0;33;1;0;3;0;0
vara única de união - tjpi (g1);0;0;0;18;99;0;0;36;2;13;0;127;0;95;5;0;14;3;0
vara única de urbano santos - tjma (g1);1;1;0;53;96;0;0;0;1;3;0;179;0;46;1;0;0;3;0
vara única de uruará - tjpa (g1);0;0;0;14;13;0;1;7;0;19;0;46;0;71;0;0;26;0;0
vara única de uruçuí - tjpi (g1);0;0;0;28;102;4;0;20;2;18;0;277;2;213;2;0;22;8;0
vara única de valença do piauí - tjpi (g1);0;0;0;1;9;0;0;0;0;0;0;10;0;33;1;0;1;0;0
vara única de vigia - tjpa (g1);3;6;0;5;11;0;0;3;0;1;0;38;0;12;7;0;10;0;0
vara única de viseu - tjpa (g1);1;0;0;11;4;0;2;0;0;0;0;30;0;33;1;0;8;0;0
vara única de vitoria do mearim - tjma (g1);0;0;0;60;76;8;0;0;0;8;0;102;0;58;7;0;24;2;0
vara única de vitória do jari - tjap (g1);0;0;0;18;109;8;3;4;0;7;0;138;0;74;5;4;5;2;0
vara única de vitória do mearim - tjma (g1);0;0;0;2;1;0;0;0;0;0;0;2;0;0;0;0;0;0;0
vara única de várzea grande - tjpi (g1);0;0;0;0;0;0;0;0;0;4;0;24;0;6;0;0;6;0;0
vara única de água branca - tjpb (g1);0;0;0;0;0;0;0;0;0;0;0;5;0;12;0;0;1;0;0
vara única de água branca - tjpi (g1);0;0;0;120;114;2;0;18;6;44;0;183;0;129;2;0;16;31;0
vara única de óbidos - tjpa (g1);0;0;0;38;47;1;0;0;0;1;0;46;0;35;1;0;7;0;0
vara �nica - tjro (g1);0;4;0;64;39;1;14;20;1;22;0;191;0;144;5;0;12;24;1
vara �nica da comarca de abelardo luz - tjsc (g1);0;3;0;9;67;0;0;0;0;3;0;14;0;13;0;0;0;3;0
vara �nica da comarca de anchieta - tjsc (g1);0;0;0;0;24;1;0;0;0;0;0;9;0;3;0;0;0;4;0
vara �nica da comarca de anita garibaldi - tjsc (g1);0;2;0;1;0;0;0;0;0;0;0;16;0;1;0;0;0;0;0
vara �nica da comarca de araquari - tjsc (g1);0;0;0;0;14;2;0;0;0;0;0;3;0;1;1;0;0;0;0
vara �nica da comarca de armaz�m - tjsc (g1);0;0;0;0;8;0;0;0;0;0;0;5;0;6;2;0;2;1;0
vara �nica da comarca de ascurra - tjsc (g1);0;0;0;0;37;3;1;0;0;0;0;44;0;14;0;0;1;1;0
vara �nica da comarca de balne�rio pi�arras - pg3 - tjsc (g1);0;0;0;8;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0
vara �nica da comarca de bom retiro - tjsc (g1);0;0;0;0;28;2;0;0;0;0;0;12;0;14;0;0;1;1;0
vara �nica da comarca de cambori� - pg3 - tjsc (g1);0;6;0;0;5;0;0;0;0;0;0;0;0;1;0;0;0;0;0
vara �nica da comarca de campo belo do sul - tjsc (g1);0;0;0;1;2;1;0;0;0;0;0;2;0;0;0;0;0;0;0
vara �nica da comarca de campo er� - tjsc (g1);0;1;0;7;50;0;0;0;0;0;0;27;0;30;0;0;2;6;0
vara �nica da comarca de capinzal - pg3 - tjsc (g1);0;1;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0
vara �nica da comarca de capivari de baixo - tjsc (g1);0;0;0;0;0;0;0;0;0;0;0;5;0;2;0;0;0;1;0
vara �nica da comarca de catanduvas - tjsc (g1);0;0;0;0;2;0;0;0;0;0;0;1;0;2;0;0;0;0;0
vara �nica da comarca de coronel freitas - tjsc (g1);0;0;0;0;4;0;0;0;0;0;0;11;0;8;0;0;0;5;0
vara �nica da comarca de correia pinto - tjsc (g1);0;0;0;0;14;0;0;0;0;0;0;11;0;0;0;0;0;0;0
vara �nica da comarca de cunha por� - tjsc (g1);0;1;0;1;10;0;0;0;0;0;0;12;0;5;1;1;1;1;0
vara �nica da comarca de descanso - tjsc (g1);0;1;0;0;11;0;0;0;0;0;0;0;0;79;0;0;0;2;0
vara �nica da comarca de dion�sio cerqueira - tjsc (g1);0;0;0;2;18;0;0;0;0;0;0;18;0;18;0;1;0;0;0
vara �nica da comarca de forquilhinha - tjsc (g1);0;0;0;0;1;0;0;0;0;0;0;3;0;0;0;0;0;0;0
vara �nica da comarca de garopaba - tjsc (g1);0;0;0;0;9;5;0;0;0;0;0;15;0;7;0;0;7;0;0
vara �nica da comarca de garuva - tjsc (g1);0;1;0;1;23;4;0;0;0;0;0;12;0;4;0;0;1;0;0
vara �nica da comarca de herval doeste - tjsc (g1);0;0;0;0;7;0;0;0;0;0;0;1;0;1;0;0;0;1;0
vara �nica da comarca de ibirama - pg3 - tjsc (g1);0;0;0;1;1;0;0;0;0;0;0;1;0;0;1;0;1;0;0
vara �nica da comarca de imaru� - tjsc (g1);0;0;0;0;8;2;0;0;0;0;0;3;0;5;0;0;0;0;0
vara �nica da comarca de ipumirim - tjsc (g1);0;0;0;0;3;0;0;0;0;0;0;2;0;1;0;0;0;0;0
vara �nica da comarca de itai�polis - tjsc (g1);0;1;0;0;14;0;0;0;0;0;0;17;0;21;1;0;0;0;1
vara �nica da comarca de itapiranga - tjsc (g1);0;0;0;3;10;1;0;0;0;0;0;11;0;8;0;0;0;0;0
vara �nica da comarca de itapo� - tjsc (g1);0;0;0;0;12;0;0;0;0;0;0;3;0;0;0;0;0;0;0
vara �nica da comarca de ituporanga - pg3 - tjsc (g1);0;11;0;0;0;0;0;0;0;0;3;0;0;0;0;0;0;0;0
vara �nica da comarca de it� - tjsc (g1);0;0;0;0;2;0;0;0;0;0;0;8;0;1;0;0;0;0;0
